,Unnamed: 0,r1,r2,r3,v
194639,194639,3.31,2.01,1.30687,0.02257
448135,448135,6.81,8.51,1.70451,0.01224
72295,72295,1.51,10.41,8.90137,0.00191
140910,140910,2.51,7.21,4.70132,0.08119
203117,203117,3.41,4.81,1.41506,0.00244
592895,592895,8.81,10.51,1.71025,0.01268
528048,528048,7.91,10.11,2.208,0.05498
440354,440354,6.71,7.71,1.00378,0.04874
457193,457193,7.01,0.91,6.10017,0.08588
447541,447541,6.81,7.71,0.94634,0.06961
330640,330640,5.21,3.01,2.20039,0.05283
426543,426543,6.51,8.21,1.72045,0.01334
30992,30992,1.01,3.31,2.30054,0.06731
115005,115005,2.11,10.41,8.30154,0.04614
546681,546681,8.21,5.51,2.70194,0.09646
156884,156884,2.71,9.41,6.7003,0.09711
655900,655900,9.71,7.31,2.40276,0.0722
490875,490875,7.41,8.31,0.95828,0.06482
148062,148062,2.61,7.21,4.60378,0.08929
484055,484055,7.31,8.71,1.44757,0.00033
460235,460235,7.01,4.71,2.30256,0.06336
77990,77990,1.61,8.61,7.0022,0.00635
196621,196621,3.31,5.61,2.30727,0.06297
540497,540497,8.11,6.71,1.41227,-5e-05
515379,515379,7.81,2.11,5.70301,0.04607
373778,373778,5.81,3.51,2.30176,0.06296
636959,636959,9.51,1.61,7.90096,0.00638
51022,51022,1.21,10.51,9.30126,0.00853
144321,144321,2.61,1.51,1.10022,0.08482
50228,50228,1.21,9.51,8.30147,0.00852
59036,59036,1.41,2.71,1.30371,0.05566
246577,246577,4.01,5.81,1.80244,0.01981
469249,469249,7.11,8.11,1.02123,0.04344
128388,128388,2.31,9.31,7.00327,0.06408
555100,555100,8.31,7.01,1.34174,0.00065
39154,39154,1.11,4.61,3.50059,0.0256
658888,658888,9.81,2.01,7.80061,0.03715
31240,31240,1.01,3.61,2.60069,0.06013
716121,716121,10.51,9.61,0.90889,0.08649
48217,48217,1.21,7.01,5.80119,0.00845
686144,686144,10.11,9.01,1.1181,0.02108
529614,529614,8.01,2.01,6.00273,0.0371
73659,73659,1.61,3.21,1.60277,0.01964
52692,52692,1.31,3.71,2.40144,0.01423
31032,31032,1.01,3.31,2.30169,0.0673
562483,562483,8.41,7.31,1.12644,0.01961
424534,424534,6.51,4.61,1.90944,0.02834
551645,551645,8.31,2.71,5.60256,0.09707
209880,209880,3.51,4.41,0.90848,0.08969
564652,564652,8.51,1.11,7.40007,0.02252
446513,446513,6.81,5.41,1.40176,-9e-05
448674,448674,6.81,9.11,2.32982,0.06582
244622,244622,4.01,2.21,1.80454,0.01984
405489,405489,6.21,8.61,2.41412,0.07315
535905,535905,8.11,0.91,7.2013,0.08591
663301,663301,9.81,7.51,2.31329,0.06438
46732,46732,1.21,5.21,4.00022,0.00953
555211,555211,8.31,7.21,1.10865,0.02277
258438,258438,4.21,1.71,2.50133,0.01653
505744,505744,7.61,9.01,1.45003,0.00037
564626,564626,8.51,1.01,7.50086,0.04682
111741,111741,2.11,6.31,4.20286,0.04613
55937,55937,1.31,7.81,6.5003,0.00164
543494,543494,8.21,1.51,6.70045,0.00186
461363,461363,7.01,6.11,0.9126,0.08463
478848,478848,7.31,1.21,6.10015,0.00845
62718,62718,1.41,7.31,5.9023,-9e-05
174628,174628,3.01,4.81,1.80854,0.02192
109661,109661,2.11,3.71,1.6044,0.01373
297700,297700,4.71,7.41,2.70285,0.09648
408273,408273,6.31,2.11,4.20118,0.04613
505622,505622,7.61,8.91,1.31446,0.00151
518996,518996,7.81,6.71,1.10379,0.02367
303864,303864,4.81,6.21,1.40568,6e-05
386560,386560,6.01,1.71,4.30013,0.01281
71635,71635,1.51,9.61,8.10075,0.0019
525783,525783,7.91,6.21,1.71155,0.0127
287018,287018,4.61,1.81,2.80249,0.02228
49485,49485,1.21,8.61,7.40082,0.0085
117425,117425,2.21,4.51,2.3043,0.04056
382964,382964,5.91,7.21,1.30261,0.00193
658522,658522,9.81,1.51,8.30142,0.00191
506069,506069,7.61,9.41,1.84567,0.023
522551,522551,7.91,2.21,5.70021,0.0551
358984,358984,5.61,2.81,2.8015,0.08698
508024,508024,7.71,1.91,5.80077,0.02834
54980,54980,1.31,6.61,5.30036,0.00166
41410,41410,1.11,7.41,6.30088,0.02248
570713,570713,8.51,9.71,1.20797,0.00872
160238,160238,2.81,4.61,1.80947,0.02227
470462,470462,7.11,9.61,2.51583,0.08176
260590,260590,4.21,5.51,1.30612,0.00242
236454,236454,3.91,0.91,3.00089,0.09353
612686,612686,9.11,7.21,1.94326,0.03126
576239,576239,8.61,6.61,2.0048,0.03666
571046,571046,8.51,10.11,1.61301,0.00655
28844,28844,0.91,9.61,8.70057,0.08594
46592,46592,1.21,5.01,3.80059,0.01004
104921,104921,2.01,6.71,4.70147,0.0371
518459,518459,7.81,6.01,1.80791,0.0199
268855,268855,4.31,6.91,2.60884,0.08914
577088,577088,8.61,7.61,1.06162,0.03277
396062,396062,6.11,4.61,1.51725,0.00227
126585,126585,2.31,7.11,4.80095,0.06402
138236,138236,2.51,3.81,1.30928,0.01273
321916,321916,5.11,0.91,4.2014,0.08664
280228,280228,4.51,2.21,2.30461,0.04057
265484,265484,4.31,1.61,2.70145,0.01127
28112,28112,0.91,8.71,7.80038,0.08593
503683,503683,7.61,5.41,2.20864,0.05496
619949,619949,9.21,7.31,1.93649,0.03067
446924,446924,6.81,5.91,0.90669,0.0875
395113,395113,6.11,3.41,2.70915,0.09447
550993,550993,8.31,1.91,6.40107,0.02836
408519,408519,6.31,2.41,3.9018,0.07261
330866,330866,5.21,3.21,2.00848,0.03749
373846,373846,5.81,3.61,2.20089,0.05426
409704,409704,6.31,3.91,2.40262,0.07198
707597,707597,10.41,8.31,2.10735,0.0459
535334,535334,8.01,10.21,2.23659,0.05755
687153,687153,10.21,1.21,9.00008,0.00852
412428,412428,6.31,8.41,2.10673,0.04579
131165,131165,2.41,3.91,1.50364,0.01028
418774,418774,6.41,7.41,1.02805,0.04146
615549,615549,9.21,1.81,7.40234,0.02012
576857,576857,8.61,7.31,1.35629,0.00035
119401,119401,2.21,7.01,4.80165,0.05509
518446,518446,7.81,6.01,1.80415,0.0196
38807,38807,1.11,4.21,3.10015,0.0285
715644,715644,10.51,9.01,1.50634,0.00179
82037,82037,1.71,4.81,3.10119,0.01495
43312,43312,1.11,9.81,8.70047,0.02255
253874,253874,4.11,6.01,1.90521,0.02813
549013,549013,8.21,9.41,1.25006,0.00505
168349,168349,2.91,5.91,3.00189,0.09851
388967,388967,6.01,4.71,1.30219,0.00219
541728,541728,8.11,9.31,1.21119,0.00839
380206,380206,5.91,2.61,3.3028,0.08661
498546,498546,7.51,9.01,1.51041,0.0019
310968,310968,4.91,6.21,1.30254,0.00208
534855,534855,8.01,9.61,1.64816,0.00859
216263,216263,3.61,2.41,1.20184,0.02371
426491,426491,6.51,8.11,1.64208,0.00818
132565,132565,2.41,5.71,3.30036,0.07135
515693,515693,7.81,2.51,5.30333,0.08121
702188,702188,10.41,1.51,8.90109,0.00191
103719,103719,2.01,5.21,3.20157,0.0376
572469,572469,8.61,1.91,6.70021,0.02837
411719,411719,6.31,7.51,1.21632,0.00784
522315,522315,7.91,1.91,6.00024,0.02834
133387,133387,2.41,6.71,4.30114,0.07272
367744,367744,5.71,4.81,0.92911,0.07722
414464,414464,6.41,0.91,5.50093,0.08592
66374,66374,1.51,3.01,1.50228,0.02851
527944,527944,7.91,9.91,2.04901,0.04064
579126,579126,8.71,1.21,7.50087,0.0085
709897,709897,10.51,1.81,8.70048,0.02014
38218,38218,1.11,3.41,2.30138,0.04102
409852,409852,6.31,4.11,2.20156,0.05437
119122,119122,2.21,6.71,4.50022,0.0551
55464,55464,1.31,7.21,5.90043,0.00162
26748,26748,0.91,7.01,6.10033,0.08588
543342,543342,8.21,1.31,6.90054,0.00166
505721,505721,7.61,9.01,1.42732,8e-05
441371,441371,6.71,8.91,2.22377,0.05637
635889,635889,9.41,10.31,0.91329,0.08436
498230,498230,7.51,8.61,1.11627,0.02138
70194,70194,1.51,7.81,6.30075,0.00185
547409,547409,8.21,6.41,1.80551,0.01973
514481,514481,7.81,1.01,6.80076,0.0468
379543,379543,5.91,1.81,4.10066,0.02034
33257,33257,1.01,6.11,5.10099,0.04691
293568,293568,4.71,1.11,3.60092,0.02509
685636,685636,10.11,8.31,1.85347,0.02366
95346,95346,1.91,3.61,1.70412,0.0153
126131,126131,2.31,6.51,4.20248,0.06402
550994,550994,8.31,1.91,6.40111,0.02836
87731,87731,1.81,3.01,1.20314,0.04179
507270,507270,7.71,0.91,6.80123,0.0859
127734,127734,2.31,8.51,6.20239,0.06405
533141,533141,8.01,6.41,1.63768,0.00791
671455,671455,9.91,8.71,1.21141,0.00838
364973,364973,5.71,1.41,4.30028,0.00036
104897,104897,2.01,6.71,4.70054,0.0371
432283,432283,6.61,5.41,1.20981,0.0085
136249,136249,2.41,10.31,7.90037,0.07283
61878,61878,1.41,6.31,4.90084,3e-05
435787,435787,6.71,0.91,5.8001,0.08589
48486,48486,1.21,7.41,6.20014,0.00845
135697,135697,2.41,9.61,7.20061,0.07282
575797,575797,8.61,6.01,2.61454,0.08971
452961,452961,6.91,4.51,2.4058,0.07238
126985,126985,2.31,7.61,5.30092,0.06402
417328,417328,6.41,4.51,1.90855,0.02829
105128,105128,2.01,7.01,5.00031,0.03708
585117,585117,8.71,9.71,1.07179,0.03041
448948,448948,6.81,9.51,2.70639,0.09684
364989,364989,5.71,1.41,4.30062,0.00036
551223,551223,8.31,2.21,6.10088,0.05511
47108,47108,1.21,5.61,4.40164,0.00895
598929,598929,8.91,8.01,0.95336,0.06678
316179,316179,5.01,2.71,2.30124,0.05671
436527,436527,6.71,1.81,4.90072,0.02008
512801,512801,7.71,8.91,1.2369,0.00606
694734,694734,10.31,1.51,8.80018,0.00191
532705,532705,8.01,5.91,2.11005,0.04608
150353,150353,2.61,10.11,7.50136,0.0894
330318,330318,5.21,2.51,2.70638,0.06932
148061,148061,2.61,7.21,4.60369,0.08929
542496,542496,8.11,10.21,2.13788,0.04866
67108,67108,1.51,3.91,2.40262,0.01041
34717,34717,1.01,7.91,6.9015,0.0468
347422,347422,5.41,7.21,1.81991,0.02084
361713,361713,5.61,7.31,1.7093,0.01252
156648,156648,2.71,9.11,6.40042,0.0971
160108,160108,2.81,4.51,1.70236,0.01548
266559,266559,4.31,2.91,1.41201,0.00556
71621,71621,1.51,9.61,8.10041,0.0019
76424,76424,1.61,6.71,5.10056,0.00633
373131,373131,5.81,2.71,3.10067,0.09061
82207,82207,1.71,5.01,3.3016,0.01431
85630,85630,1.71,9.31,7.60072,0.01264
69897,69897,1.51,7.41,5.90154,0.00183
85042,85042,1.71,8.61,6.90014,0.01262
340479,340479,5.31,7.41,2.12507,0.04741
607169,607169,9.01,10.31,1.39286,-0.0
664410,664410,9.81,8.91,0.92553,0.07866
601130,601130,9.01,1.81,7.20072,0.02011
380790,380790,5.91,3.31,2.60836,0.08656
310756,310756,4.91,5.91,1.01244,0.04624
351698,351698,5.51,2.61,2.90099,0.08036
383675,383675,5.91,8.01,2.12776,0.04768
174128,174128,3.01,4.21,1.20669,0.01507
425268,425268,6.51,5.51,1.03106,0.04065
336505,336505,5.31,1.41,3.90054,0.00088
578062,578062,8.61,9.91,1.31661,0.00145
257817,257817,4.21,0.91,3.30095,0.09042
154353,154353,2.71,6.21,3.50186,0.09517
49974,49974,1.21,9.21,8.00105,0.00851
41467,41467,1.11,7.51,6.4004,0.02249
60279,60279,1.41,4.31,2.901,0.00559
120119,120119,2.21,7.91,5.70147,0.0551
265568,265568,4.31,1.71,2.6018,0.01642
407464,407464,6.31,1.11,5.20034,0.02257
345954,345954,5.41,4.31,1.10847,0.02345
59549,59549,1.41,3.41,2.00079,0.01673
486010,486010,7.41,1.21,6.20037,0.00845
77613,77613,1.61,8.21,6.6003,0.00634
622940,622940,9.31,2.11,7.20066,0.04612
550701,550701,8.31,1.51,6.80179,0.00187
165475,165475,2.91,1.21,1.70086,0.04641
281847,281847,4.51,5.41,0.90273,0.08989
202902,202902,3.41,4.61,1.20318,0.01245
401626,401626,6.21,2.71,3.5014,0.09516
557566,557566,8.41,1.21,7.20009,0.00849
168228,168228,2.91,5.71,2.80631,0.09087
664430,664430,9.81,8.91,0.95313,0.06689
46185,46185,1.21,4.51,3.30046,0.01238
450460,450460,6.91,1.41,5.50032,-8e-05
325212,325212,5.11,6.21,1.10407,0.02372
136393,136393,2.41,10.41,8.00372,0.07284
353337,353337,5.51,4.61,0.92271,0.08023
679865,679865,10.11,1.11,9.00112,0.02255
40675,40675,1.11,6.51,5.40056,0.02252
52996,52996,1.31,4.11,2.80083,0.00912
113342,113342,2.11,8.31,6.20261,0.04609
534574,534574,8.01,9.31,1.3159,0.00147
240034,240034,3.91,6.51,2.60392,0.08849
124963,124963,2.31,5.11,2.80031,0.05891
419024,419024,6.41,7.71,1.32983,0.00095
561538,561538,8.41,6.11,2.31675,0.06465
95506,95506,1.91,3.81,1.90389,0.01851
222556,222556,3.71,1.31,2.40256,0.01422
229454,229454,3.81,1.11,2.70025,0.0332
658735,658735,9.81,1.81,8.00073,0.02013
477856,477856,7.21,9.91,2.72038,0.0979
702826,702826,10.41,2.31,8.10172,0.0641
585214,585214,8.71,9.81,1.19617,0.00997
174941,174941,3.01,5.21,2.20642,0.05333
440661,440661,6.71,8.01,1.34521,0.00056
591061,591061,8.81,7.21,1.60316,0.00599
48001,48001,1.21,6.81,5.60009,0.00846
665252,665252,9.91,0.91,9.00069,0.08595
136461,136461,2.41,10.51,8.10282,0.07284
331102,331102,5.21,3.51,1.70991,0.01377
95178,95178,1.91,3.41,1.50363,0.01579
396095,396095,6.11,4.71,1.40347,0.0001
426227,426227,6.51,7.81,1.32834,0.001
318074,318074,5.01,6.11,1.13327,0.01858
585640,585640,8.71,10.41,1.71353,0.0129
417770,417770,6.41,5.11,1.30235,0.00203
188637,188637,3.21,4.51,1.31431,0.00553
627381,627381,9.31,7.61,1.739,0.0147
230201,230201,3.81,2.01,1.80218,0.01769
563476,563476,8.41,9.61,1.21782,0.00776
548743,548743,8.21,9.11,0.92389,0.07939
556592,556592,8.31,9.91,1.65385,0.00895
458298,458298,7.01,2.21,4.80434,0.05508
56935,56935,1.31,9.01,7.70118,0.00169
469690,469690,7.11,8.61,1.54772,0.00331
649032,649032,9.61,7.71,1.91182,0.02856
237798,237798,3.91,2.61,1.30363,0.01166
304251,304251,4.81,6.71,1.90225,0.0277
224908,224908,3.71,5.41,1.70374,0.01295
38399,38399,1.11,3.61,2.50216,0.03658
31048,31048,1.01,3.41,2.40016,0.06458
294440,294440,4.71,2.21,2.50206,0.0464
590458,590458,8.81,6.41,2.41201,0.07297
340860,340860,5.31,7.91,2.61417,0.08966
585314,585314,8.71,10.01,1.31259,0.0016
425996,425996,6.51,7.51,1.04419,0.03709
354071,354071,5.51,6.61,1.13704,0.01785
680262,680262,10.11,1.61,8.5016,0.00639
118242,118242,2.21,5.61,3.40024,0.05489
286744,286744,4.61,1.51,3.1006,0.00543
45821,45821,1.21,4.01,2.80156,0.01688
331725,331725,5.21,4.31,0.91438,0.08438
409652,409652,6.31,3.81,2.50665,0.08059
323125,323125,5.11,2.51,2.60043,0.0657
586154,586154,8.81,1.01,7.80093,0.04683
475570,475570,7.21,6.01,1.21388,0.00806
62510,62510,1.41,7.11,5.70061,-9e-05
366587,366587,5.71,3.41,2.30257,0.06284
453807,453807,6.91,5.61,1.30218,0.00196
132573,132573,2.41,5.71,3.30063,0.07135
24319,24319,0.91,3.91,3.0016,0.09352
687428,687428,10.21,1.51,8.70076,0.00191
333076,333076,5.21,7.11,1.90839,0.02819
279310,279310,4.51,1.11,3.40051,0.02619
340770,340770,5.31,7.81,2.51115,0.08131
104716,104716,2.01,6.41,4.4037,0.03715
244525,244525,4.01,2.11,1.90259,0.02229
24252,24252,0.91,3.91,3.00017,0.09354
496340,496340,7.51,5.21,2.30147,0.06326
382989,382989,5.91,7.21,1.31079,0.00159
590834,590834,8.81,6.91,1.90604,0.02804
316617,316617,5.01,3.21,1.80726,0.0214
540007,540007,8.11,6.11,2.00492,0.03665
57397,57397,1.31,9.61,8.30068,0.0017
569682,569682,8.51,7.31,1.25635,0.00458
147534,147534,2.61,6.61,4.00069,0.08906
462388,462388,7.01,8.41,1.4471,0.00031
63082,63082,1.41,7.81,6.40091,-7e-05
707821,707821,10.41,8.61,1.80276,0.01957
109627,109627,2.11,3.71,1.60149,0.01365
57725,57725,1.31,10.01,8.70088,0.0017
322330,322330,5.11,1.51,3.60027,0.0033
239417,239417,3.91,5.71,1.81008,0.02049
27083,27083,0.91,7.41,6.50057,0.08589
608242,608242,9.11,1.71,7.40078,0.01263
621706,621706,9.21,10.51,1.37693,0.0001
38562,38562,1.11,3.91,2.8001,0.03181
336978,336978,5.31,2.01,3.30064,0.0376
267732,267732,4.31,5.51,1.21402,0.00865
663361,663361,9.81,7.61,2.20572,0.05477
85663,85663,1.71,9.31,7.60198,0.01264
375621,375621,5.81,6.91,1.10842,0.02278
51740,51740,1.31,2.51,1.20241,0.08624
344429,344429,5.41,2.41,3.00144,0.06892
558721,558721,8.41,2.61,5.80169,0.08935
287348,287348,4.61,2.21,2.40451,0.04377
461071,461071,7.01,5.71,1.32176,0.0012
542294,542294,8.11,10.01,1.91035,0.02844
102413,102413,2.01,3.61,1.60068,0.01411
70964,70964,1.51,8.81,7.30015,0.00188
82587,82587,1.71,5.51,3.80075,0.01324
451477,451477,6.91,2.61,4.30498,0.08923
91287,91287,1.81,7.51,5.70024,0.02005
685470,685470,10.11,8.11,2.04123,0.03995
156460,156460,2.71,8.81,6.10344,0.09709
266884,266884,4.31,3.41,0.9013,0.09391
200971,200971,3.41,1.11,2.30022,0.04104
659216,659216,9.81,2.41,7.4011,0.07283
507830,507830,7.71,1.61,6.10242,0.00632
308379,308379,4.91,1.81,3.10246,0.02182
360232,360232,5.61,4.31,1.32145,0.00172
161342,161342,2.81,6.01,3.20487,0.09841
25282,25282,0.91,5.21,4.30007,0.08651
100705,100705,1.91,10.31,8.40233,0.02841
427278,427278,6.51,9.11,2.62202,0.09032
527780,527780,7.91,9.71,1.84894,0.02328
104321,104321,2.01,6.01,4.00018,0.03726
133271,133271,2.41,6.51,4.10435,0.07269
138815,138815,2.51,4.61,2.10093,0.03996
239338,239338,3.91,5.61,1.71075,0.01316
254045,254045,4.11,6.21,2.10705,0.04589
433092,433092,6.61,7.51,0.91953,0.08136
318347,318347,5.01,6.51,1.5066,0.00178
201872,201872,3.41,2.21,1.20233,0.02802
561852,561852,8.41,6.51,1.91823,0.02907
302903,302903,4.81,3.91,0.90531,0.08955
109254,109254,2.11,3.21,1.10462,0.04787
315189,315189,5.01,1.41,3.60213,0.00165
615187,615187,9.21,1.41,7.80046,-2e-05
133472,133472,2.41,6.81,4.40139,0.07273
555133,555133,8.31,7.11,1.20876,0.00861
666665,666665,9.91,2.71,7.20099,0.09712
375666,375666,5.81,6.91,1.13648,0.01792
295433,295433,4.71,3.41,1.31459,0.00434
124213,124213,2.31,4.11,1.80386,0.0206
644440,644440,9.61,1.91,7.70295,0.0284
294252,294252,4.71,2.01,2.7005,0.03614
498402,498402,7.51,8.81,1.32255,0.00122
599628,599628,8.91,9.91,1.05155,0.03526
522032,522032,7.91,1.51,6.40102,0.00185
403538,403538,6.21,5.11,1.10573,0.0234
25369,25369,0.91,5.31,4.40013,0.0864
710009,710009,10.51,1.91,8.60166,0.02842
351688,351688,5.51,2.61,2.90054,0.08035
286880,286880,4.61,1.71,2.90015,0.01563
685596,685596,10.11,8.31,1.81728,0.02072
511934,511934,7.71,6.81,0.91094,0.08544
428920,428920,6.61,1.21,5.40043,0.00848
152590,152590,2.71,4.01,1.30287,0.01049
564814,564814,8.51,1.31,7.2001,0.00167
123783,123783,2.31,3.61,1.30163,0.01628
431682,431682,6.61,4.61,2.01614,0.03766
110280,110280,2.11,4.51,2.40196,0.03828
27648,27648,0.91,8.11,7.20065,0.08591
127237,127237,2.31,7.91,5.60146,0.06403
469197,469197,7.11,8.01,0.95402,0.0665
238736,238736,3.91,4.91,1.00342,0.05031
311796,311796,4.91,7.21,2.30663,0.06372
464898,464898,7.11,1.61,5.50048,0.0063
407936,407936,6.31,1.71,4.6004,0.01269
113192,113192,2.11,8.11,6.00331,0.04608
258766,258766,4.21,2.11,2.10253,0.02951
688352,688352,10.21,2.71,7.5002,0.09712
153210,153210,2.71,4.81,2.10077,0.04276
152932,152932,2.71,4.41,1.705,0.01593
46943,46943,1.21,5.41,4.20147,0.00918
467780,467780,7.11,5.21,1.90496,0.0279
375466,375466,5.81,6.71,0.91253,0.08467
43689,43689,1.11,10.31,9.20014,0.02255
29082,29082,0.91,9.91,9.00053,0.08595
578213,578213,8.61,10.11,1.50922,0.00188
431153,431153,6.61,4.01,2.60214,0.08845
45073,45073,1.21,3.11,1.90077,0.03673
225060,225060,3.71,5.61,1.90241,0.02817
528862,528862,8.01,1.11,6.90052,0.02251
369518,369518,5.71,8.11,2.42531,0.07409
593600,593600,8.91,1.41,7.50011,-3e-05
417800,417800,6.41,5.11,1.31082,0.00168
463199,463199,7.01,9.51,2.50178,0.08059
658374,658374,9.81,1.31,8.50161,0.0017
455687,455687,6.91,9.01,2.10938,0.04606
253303,253303,4.11,5.31,1.20462,0.00988
237282,237282,3.91,2.01,1.90028,0.02031
513942,513942,7.71,10.31,2.6338,0.09128
471953,471953,7.21,1.51,5.70034,0.00183
239893,239893,3.91,6.31,2.40752,0.0724
266172,266172,4.31,2.51,1.80085,0.0214
34421,34421,1.01,7.61,6.60027,0.04679
132238,132238,2.41,5.21,2.80591,0.06581
309575,309575,4.91,3.31,1.60783,0.00833
482645,482645,7.31,5.91,1.41727,-5e-05
448292,448292,6.81,8.71,1.90338,0.02781
280265,280265,4.51,2.31,2.20132,0.04034
71806,71806,1.51,9.81,8.30107,0.00191
160265,160265,2.81,4.71,1.90194,0.02876
561634,561634,8.41,6.21,2.22626,0.05658
343700,343700,5.41,1.51,3.90046,0.00264
367011,367011,5.71,3.91,1.80857,0.02037
322779,322779,5.11,2.01,3.10284,0.03755
154333,154333,2.71,6.21,3.50072,0.09516
479458,479458,7.31,1.91,5.40211,0.02832
315949,315949,5.01,2.41,2.60153,0.06057
294900,294900,4.71,2.81,1.90153,0.02873
225561,225561,3.71,6.21,2.50471,0.08028
187571,187571,3.21,2.11,1.10426,0.04795
409512,409512,6.31,3.61,2.70958,0.09569
97653,97653,1.91,6.51,4.60198,0.02839
670296,670296,9.91,7.21,2.72038,0.0979
430144,430144,6.61,2.71,3.90309,0.09655
601490,601490,9.01,2.21,6.80311,0.05514
579711,579711,8.71,1.91,6.80284,0.02838
629585,629585,9.41,1.41,8.00053,-2e-05
626658,626658,9.31,6.71,2.62104,0.09025
57192,57192,1.31,9.31,8.00177,0.00169
429591,429591,6.61,2.01,4.60235,0.03712
433073,433073,6.61,7.51,0.90776,0.08699
69242,69242,1.51,6.61,5.10103,0.00187
196280,196280,3.31,5.21,1.90449,0.02881
361896,361896,5.61,7.51,1.91752,0.02897
43751,43751,1.11,10.31,9.20141,0.02255
655928,655928,9.71,7.31,2.41184,0.07298
439593,439593,6.71,5.61,1.12412,0.01998
90657,90657,1.81,6.71,4.90047,0.02008
529042,529042,8.01,1.31,6.70118,0.00165
281043,281043,4.51,3.31,1.20091,0.0133
397215,397215,6.11,7.21,1.10674,0.02309
614165,614165,9.11,10.11,1.04906,0.03589
132562,132562,2.41,5.71,3.30028,0.07135
626694,626694,9.31,6.81,2.50453,0.08081
155151,155151,2.71,7.21,4.50155,0.09698
112922,112922,2.11,7.81,5.70153,0.04607
73944,73944,1.61,3.61,2.00077,0.01423
74031,74031,1.61,3.71,2.10102,0.0138
217110,217110,3.61,4.51,0.91991,0.0837
455861,455861,6.91,9.21,2.31458,0.06448
309963,309963,4.91,3.81,1.10924,0.02441
528321,528321,7.91,10.41,2.52401,0.08245
89114,89114,1.81,4.71,2.90357,0.02218
521780,521780,7.91,1.21,6.70051,0.00847
536663,536663,8.11,1.91,6.201,0.02835
505942,505942,7.61,9.31,1.71158,0.01275
120477,120477,2.21,8.31,6.10389,0.05511
359610,359610,5.61,3.61,2.00126,0.03669
652119,652119,9.71,2.51,7.20336,0.08128
323728,323728,5.11,3.21,1.90548,0.02901
41626,41626,1.11,7.71,6.60038,0.02249
411879,411879,6.31,7.71,1.41439,-5e-05
672447,672447,10.01,0.91,9.1003,0.08595
34249,34249,1.01,7.41,6.40014,0.04678
585721,585721,8.71,10.51,1.81351,0.02042
608782,608782,9.11,2.41,6.70046,0.07281
666644,666644,9.91,2.71,7.20027,0.09712
541816,541816,8.11,9.41,1.31556,0.00148
390265,390265,6.01,7.41,1.40884,-9e-05
61756,61756,1.41,6.11,4.70232,0.00011
520229,520229,7.81,9.31,1.50268,0.00166
671412,671412,9.91,8.61,1.34471,0.00062
642515,642515,9.51,8.51,1.09766,0.02491
573122,573122,8.61,2.71,5.90079,0.09708
316943,316943,5.01,3.61,1.41217,0.00164
294564,294564,4.71,2.41,2.30039,0.04848
641678,641678,9.51,7.51,2.01702,0.03777
498286,498286,7.51,8.71,1.20332,0.00918
605502,605502,9.01,7.31,1.70214,0.01209
61688,61688,1.41,6.11,4.7002,0.00011
535866,535866,8.11,0.91,7.20046,0.08591
622706,622706,9.31,1.81,7.50071,0.02012
500553,500553,7.61,1.51,6.1006,0.00184
641820,641820,9.51,7.71,1.80941,0.02008
88735,88735,1.81,4.31,2.50053,0.02189
39967,39967,1.11,5.61,4.50085,0.02295
100469,100469,1.91,10.01,8.10257,0.02841
121609,121609,2.21,9.81,7.60033,0.05516
225142,225142,3.71,5.71,2.00257,0.03675
339932,339932,5.31,6.81,1.5034,0.00163
29385,29385,0.91,10.31,9.40028,0.08595
425280,425280,6.51,5.51,1.04086,0.03799
181668,181668,3.11,4.71,1.60971,0.00927
253880,253880,4.11,6.01,1.90643,0.02824
439167,439167,6.71,5.11,1.60623,0.00613
608636,608636,9.11,2.21,6.90085,0.05514
562143,562143,8.41,6.91,1.5081,0.00181
89010,89010,1.81,4.61,2.80201,0.02228
534386,534386,8.01,9.01,1.08927,0.02661
443329,443329,6.81,1.41,5.40035,-7e-05
174705,174705,3.01,4.91,1.9077,0.02934
386190,386190,6.01,1.21,4.80052,0.00867
460473,460473,7.01,5.01,2.0028,0.03644
236911,236911,3.91,1.51,2.40088,0.01041
92929,92929,1.81,9.51,7.70146,0.02013
368280,368280,5.71,6.61,0.92053,0.08091
71157,71157,1.51,9.01,7.50081,0.00189
461322,461322,7.01,6.01,1.03911,0.03842
700986,700986,10.31,9.31,1.01992,0.04387
571112,571112,8.51,10.21,1.70552,0.01234
404570,404570,6.21,7.51,1.30416,0.00187
685178,685178,10.11,7.81,2.30547,0.0637
281909,281909,4.51,5.41,0.92903,0.07744
368901,368901,5.71,7.41,1.70575,0.01228
692325,692325,10.21,7.61,2.6218,0.09033
194301,194301,3.31,1.61,1.70282,0.01721
159914,159914,2.81,4.21,1.41022,0.0064
210236,210236,3.51,4.81,1.31633,0.00379
500536,500536,7.61,1.51,6.10025,0.00184
573111,573111,8.61,2.71,5.9004,0.09708
81720,81720,1.71,4.41,2.70138,0.01621
106125,106125,2.01,8.21,6.20155,0.0371
666696,666696,9.91,2.71,7.20288,0.09712
105121,105121,2.01,7.01,5.00017,0.03708
136290,136290,2.41,10.31,7.90212,0.07283
62208,62208,1.41,6.71,5.30113,-6e-05
529680,529680,8.01,2.11,5.90204,0.04607
679040,679040,10.01,9.11,0.98508,0.05498
665877,665877,9.91,1.71,8.20089,0.01265
47022,47022,1.21,5.51,4.30143,0.00906
578925,578925,8.71,1.01,7.70011,0.04682
478647,478647,7.31,0.91,6.40062,0.08588
