,r1,r2,v
937,1.51,3.41,0.00394
938,1.51,3.51,0.00358
939,1.51,3.61,0.00327
940,1.51,3.71,0.00301
941,1.51,3.81,0.0028
942,1.51,3.91,0.00262
943,1.51,4.01,0.00248
944,1.51,4.11,0.00237
945,1.51,4.21,0.00227
946,1.51,4.31,0.00219
947,1.51,4.41,0.00213
948,1.51,4.51,0.00207
949,1.51,4.61,0.00202
950,1.51,4.71,0.00198
951,1.51,4.81,0.00195
952,1.51,4.91,0.00192
953,1.51,5.01,0.00189
954,1.51,5.11,0.00187
955,1.51,5.21,0.00185
956,1.51,5.31,0.00184
957,1.51,5.41,0.00183
958,1.51,5.51,0.00183
959,1.51,5.61,0.00183
960,1.51,5.71,0.00183
961,1.51,5.81,0.00183
962,1.51,5.91,0.00183
963,1.51,6.01,0.00183
964,1.51,6.11,0.00184
965,1.51,6.21,0.00184
966,1.51,6.31,0.00185
967,1.51,6.41,0.00185
968,1.51,6.51,0.00185
969,1.51,6.61,0.00186
970,1.51,6.71,0.00186
971,1.51,6.81,0.00187
972,1.51,6.91,0.00187
973,1.51,7.01,0.00188
974,1.51,7.11,0.00188
975,1.51,7.21,0.00188
976,1.51,7.31,0.00188
977,1.51,7.41,0.00189
978,1.51,7.51,0.00189
979,1.51,7.61,0.00189
980,1.51,7.71,0.0019
981,1.51,7.81,0.0019
982,1.51,7.91,0.0019
983,1.51,8.01,0.0019
984,1.51,8.11,0.0019
985,1.51,8.21,0.0019
986,1.51,8.31,0.00191
987,1.51,8.41,0.00191
988,1.51,8.51,0.00191
989,1.51,8.61,0.00191
990,1.51,8.71,0.00191
991,1.51,8.81,0.00191
992,1.51,8.91,0.00191
993,1.51,9.01,0.00192
994,1.51,9.11,0.00192
995,1.51,9.21,0.00192
996,1.51,9.31,0.00192
997,1.51,9.41,0.00192
998,1.51,9.51,0.00192
999,1.51,9.61,0.00192
1000,1.51,9.71,0.00192
1001,1.51,9.81,0.00192
1002,1.51,9.91,0.00192
1003,1.51,10.01,0.00192
1004,1.51,10.11,0.00192
1005,1.51,10.21,0.00192
1006,1.51,10.31,0.00192
1007,1.51,10.41,0.00192
1008,1.51,10.51,0.00192
1010,1.61,0.61,0.46495
1011,1.61,0.71,0.31431
1012,1.61,0.81,0.21544
1013,1.61,0.91,0.14899
1014,1.61,1.01,0.1038
1015,1.61,1.11,0.07308
1016,1.61,1.21,0.05228
1017,1.61,1.31,0.03833
1018,1.61,1.41,0.02911
1019,1.61,1.51,0.02314
1020,1.61,1.61,0.01936
1021,1.61,1.71,0.01702
1022,1.61,1.81,0.0156
1023,1.61,1.91,0.01473
1024,1.61,2.01,0.01417
1025,1.61,2.11,0.01375
1026,1.61,2.21,0.01339
1027,1.61,2.31,0.01302
1028,1.61,2.41,0.01262
1029,1.61,2.51,0.01218
1030,1.61,2.61,0.01171
1031,1.61,2.71,0.01122
1032,1.61,2.81,0.01072
1033,1.61,2.91,0.01021
1034,1.61,3.01,0.00972
1035,1.61,3.11,0.00925
1036,1.61,3.21,0.00881
1037,1.61,3.31,0.00842
1038,1.61,3.41,0.00807
1039,1.61,3.51,0.00777
1040,1.61,3.61,0.00751
1041,1.61,3.71,0.00729
1042,1.61,3.81,0.00711
1043,1.61,3.91,0.00696
1044,1.61,4.01,0.00684
1045,1.61,4.11,0.00675
1046,1.61,4.21,0.00667
1047,1.61,4.31,0.0066
1048,1.61,4.41,0.00655
1049,1.61,4.51,0.0065
1050,1.61,4.61,0.00646
1051,1.61,4.71,0.00642
1052,1.61,4.81,0.00639
1053,1.61,4.91,0.00637
1054,1.61,5.01,0.00635
1055,1.61,5.11,0.00633
1056,1.61,5.21,0.00632
1057,1.61,5.31,0.00631
1058,1.61,5.41,0.00631
1059,1.61,5.51,0.0063
1060,1.61,5.61,0.0063
1061,1.61,5.71,0.0063
1062,1.61,5.81,0.0063
1063,1.61,5.91,0.00631
1064,1.61,6.01,0.00631
1065,1.61,6.11,0.00632
1066,1.61,6.21,0.00632
1067,1.61,6.31,0.00633
1068,1.61,6.41,0.00633
1069,1.61,6.51,0.00634
1070,1.61,6.61,0.00634
1071,1.61,6.71,0.00634
1072,1.61,6.81,0.00635
1073,1.61,6.91,0.00635
1074,1.61,7.01,0.00635
1075,1.61,7.11,0.00636
1076,1.61,7.21,0.00636
1077,1.61,7.31,0.00636
1078,1.61,7.41,0.00637
1079,1.61,7.51,0.00637
1080,1.61,7.61,0.00637
1081,1.61,7.71,0.00637
1082,1.61,7.81,0.00638
1083,1.61,7.91,0.00638
1084,1.61,8.01,0.00638
1085,1.61,8.11,0.00638
1086,1.61,8.21,0.00638
1087,1.61,8.31,0.00639
1088,1.61,8.41,0.00639
1089,1.61,8.51,0.00639
1090,1.61,8.61,0.00639
1091,1.61,8.71,0.00639
1092,1.61,8.81,0.00639
1093,1.61,8.91,0.00639
1094,1.61,9.01,0.00639
1095,1.61,9.11,0.00639
1096,1.61,9.21,0.0064
1097,1.61,9.31,0.0064
1098,1.61,9.41,0.0064
1099,1.61,9.51,0.0064
1100,1.61,9.61,0.0064
1101,1.61,9.71,0.0064
1102,1.61,9.81,0.0064
1103,1.61,9.91,0.0064
1104,1.61,10.01,0.0064
1105,1.61,10.11,0.0064
1106,1.61,10.21,0.0064
1107,1.61,10.31,0.0064
1108,1.61,10.41,0.0064
1109,1.61,10.51,0.0064
1111,1.71,0.61,0.45375
1112,1.71,0.71,0.30376
1113,1.71,0.81,0.2056
1114,1.71,0.91,0.1399
1115,1.71,1.01,0.09554
1116,1.71,1.11,0.06571
1117,1.71,1.21,0.04586
1118,1.71,1.31,0.0329
1119,1.71,1.41,0.02471
1120,1.71,1.51,0.01977
1121,1.71,1.61,0.01702
1122,1.71,1.71,0.01569
1123,1.71,1.81,0.01525
1124,1.71,1.91,0.0153
1125,1.71,2.01,0.01558
1126,1.71,2.11,0.01593
1127,1.71,2.21,0.01623
1128,1.71,2.31,0.01644
1129,1.71,2.41,0.01654
1130,1.71,2.51,0.01652
1131,1.71,2.61,0.01639
1132,1.71,2.71,0.01618
1133,1.71,2.81,0.01591
1134,1.71,2.91,0.01559
1135,1.71,3.01,0.01526
1136,1.71,3.11,0.01492
1137,1.71,3.21,0.01459
1138,1.71,3.31,0.01428
1139,1.71,3.41,0.014
1140,1.71,3.51,0.01376
1141,1.71,3.61,0.01355
1142,1.71,3.71,0.01337
1143,1.71,3.81,0.01322
1144,1.71,3.91,0.0131
1145,1.71,4.01,0.01301
1146,1.71,4.11,0.01293
1147,1.71,4.21,0.01286
1148,1.71,4.31,0.0128
1149,1.71,4.41,0.01276
1150,1.71,4.51,0.01272
1151,1.71,4.61,0.01269
1152,1.71,4.71,0.01266
1153,1.71,4.81,0.01263
1154,1.71,4.91,0.01261
1155,1.71,5.01,0.0126
1156,1.71,5.11,0.01259
1157,1.71,5.21,0.01258
1158,1.71,5.31,0.01257
1159,1.71,5.41,0.01257
1160,1.71,5.51,0.01257
1161,1.71,5.61,0.01257
1162,1.71,5.71,0.01257
1163,1.71,5.81,0.01257
1164,1.71,5.91,0.01258
1165,1.71,6.01,0.01258
1166,1.71,6.11,0.01259
1167,1.71,6.21,0.01259
1168,1.71,6.31,0.01259
1169,1.71,6.41,0.0126
1170,1.71,6.51,0.0126
1171,1.71,6.61,0.01261
1172,1.71,6.71,0.01261
1173,1.71,6.81,0.01262
1174,1.71,6.91,0.01262
1175,1.71,7.01,0.01262
1176,1.71,7.11,0.01263
1177,1.71,7.21,0.01263
1178,1.71,7.31,0.01263
1179,1.71,7.41,0.01263
1180,1.71,7.51,0.01264
1181,1.71,7.61,0.01264
1182,1.71,7.71,0.01264
1183,1.71,7.81,0.01264
1184,1.71,7.91,0.01265
1185,1.71,8.01,0.01265
1186,1.71,8.11,0.01265
1187,1.71,8.21,0.01265
1188,1.71,8.31,0.01265
1189,1.71,8.41,0.01265
1190,1.71,8.51,0.01265
1191,1.71,8.61,0.01266
1192,1.71,8.71,0.01266
1193,1.71,8.81,0.01266
1194,1.71,8.91,0.01266
1195,1.71,9.01,0.01266
1196,1.71,9.11,0.01266
1197,1.71,9.21,0.01266
1198,1.71,9.31,0.01266
1199,1.71,9.41,0.01266
1200,1.71,9.51,0.01266
1201,1.71,9.61,0.01266
1202,1.71,9.71,0.01267
1203,1.71,9.81,0.01267
1204,1.71,9.91,0.01267
1205,1.71,10.01,0.01267
1206,1.71,10.11,0.01267
1207,1.71,10.21,0.01267
1208,1.71,10.31,0.01267
1209,1.71,10.41,0.01267
1210,1.71,10.51,0.01267
1212,1.81,0.61,0.44429
1213,1.81,0.71,0.29487
1214,1.81,0.81,0.19733
1215,1.81,0.91,0.1323
1216,1.81,1.01,0.08867
1217,1.81,1.11,0.05964
1218,1.81,1.21,0.04065
1219,1.81,1.31,0.0286
1220,1.81,1.41,0.02135
1221,1.81,1.51,0.01737
1222,1.81,1.61,0.0156
1223,1.81,1.71,0.01525
1224,1.81,1.81,0.01575
1225,1.81,1.91,0.01671
1226,1.81,2.01,0.01786
1227,1.81,2.11,0.019
1228,1.81,2.21,0.02002
1229,1.81,2.31,0.02086
1230,1.81,2.41,0.02149
1231,1.81,2.51,0.02192
1232,1.81,2.61,0.02218
1233,1.81,2.71,0.02228
1234,1.81,2.81,0.02226
1235,1.81,2.91,0.02216
1236,1.81,3.01,0.022
1237,1.81,3.11,0.0218
1238,1.81,3.21,0.02158
1239,1.81,3.31,0.02137
1240,1.81,3.41,0.02117
1241,1.81,3.51,0.02098
1242,1.81,3.61,0.02082
1243,1.81,3.71,0.02068
1244,1.81,3.81,0.02057
1245,1.81,3.91,0.02047
1246,1.81,4.01,0.02039
1247,1.81,4.11,0.02033
1248,1.81,4.21,0.02028
1249,1.81,4.31,0.02023
1250,1.81,4.41,0.0202
1251,1.81,4.51,0.02016
1252,1.81,4.61,0.02014
1253,1.81,4.71,0.02011
1254,1.81,4.81,0.0201
1255,1.81,4.91,0.02008
1256,1.81,5.01,0.02007
1257,1.81,5.11,0.02006
1258,1.81,5.21,0.02005
1259,1.81,5.31,0.02005
1260,1.81,5.41,0.02005
1261,1.81,5.51,0.02005
1262,1.81,5.61,0.02005
1263,1.81,5.71,0.02005
1264,1.81,5.81,0.02006
1265,1.81,5.91,0.02006
1266,1.81,6.01,0.02007
1267,1.81,6.11,0.02007
1268,1.81,6.21,0.02008
1269,1.81,6.31,0.02008
1270,1.81,6.41,0.02008
1271,1.81,6.51,0.02009
1272,1.81,6.61,0.02009
1273,1.81,6.71,0.0201
1274,1.81,6.81,0.0201
1275,1.81,6.91,0.0201
1276,1.81,7.01,0.02011
1277,1.81,7.11,0.02011
1278,1.81,7.21,0.02011
1279,1.81,7.31,0.02012
1280,1.81,7.41,0.02012
1281,1.81,7.51,0.02012
1282,1.81,7.61,0.02012
1283,1.81,7.71,0.02013
1284,1.81,7.81,0.02013
1285,1.81,7.91,0.02013
1286,1.81,8.01,0.02013
1287,1.81,8.11,0.02013
1288,1.81,8.21,0.02013
1289,1.81,8.31,0.02014
1290,1.81,8.41,0.02014
1291,1.81,8.51,0.02014
1292,1.81,8.61,0.02014
1293,1.81,8.71,0.02014
1294,1.81,8.81,0.02014
1295,1.81,8.91,0.02014
1296,1.81,9.01,0.02014
1297,1.81,9.11,0.02014
1298,1.81,9.21,0.02015
1299,1.81,9.31,0.02015
1300,1.81,9.41,0.02015
1301,1.81,9.51,0.02015
1302,1.81,9.61,0.02015
1303,1.81,9.71,0.02015
1304,1.81,9.81,0.02015
1305,1.81,9.91,0.02015
1306,1.81,10.01,0.02015
1307,1.81,10.11,0.02015
1308,1.81,10.21,0.02015
1309,1.81,10.31,0.02015
1310,1.81,10.41,0.02015
1311,1.81,10.51,0.02015
1313,1.91,0.61,0.43626
1314,1.91,0.71,0.28732
1315,1.91,0.81,0.19031
1316,1.91,0.91,0.12586
1317,1.91,1.01,0.08289
1318,1.91,1.11,0.05457
1319,1.91,1.21,0.03635
1320,1.91,1.31,0.02511
1321,1.91,1.41,0.0187
1322,1.91,1.51,0.0156
1323,1.91,1.61,0.01473
1324,1.91,1.71,0.0153
1325,1.91,1.81,0.01671
1326,1.91,1.91,0.01857
1327,1.91,2.01,0.02058
1328,1.91,2.11,0.02253
1329,1.91,2.21,0.02429
1330,1.91,2.31,0.0258
1331,1.91,2.41,0.02701
1332,1.91,2.51,0.02794
1333,1.91,2.61,0.02862
1334,1.91,2.71,0.02907
1335,1.91,2.81,0.02934
1336,1.91,2.91,0.02947
1337,1.91,3.01,0.0295
1338,1.91,3.11,0.02945
1339,1.91,3.21,0.02936
1340,1.91,3.31,0.02925
1341,1.91,3.41,0.02913
1342,1.91,3.51,0.02901
1343,1.91,3.61,0.0289
1344,1.91,3.71,0.0288
1345,1.91,3.81,0.02872
1346,1.91,3.91,0.02865
1347,1.91,4.01,0.02859
1348,1.91,4.11,0.02854
1349,1.91,4.21,0.0285
1350,1.91,4.31,0.02846
1351,1.91,4.41,0.02843
1352,1.91,4.51,0.02841
1353,1.91,4.61,0.02839
1354,1.91,4.71,0.02837
1355,1.91,4.81,0.02836
1356,1.91,4.91,0.02834
1357,1.91,5.01,0.02834
1358,1.91,5.11,0.02833
1359,1.91,5.21,0.02833
1360,1.91,5.31,0.02832
1361,1.91,5.41,0.02832
1362,1.91,5.51,0.02833
1363,1.91,5.61,0.02833
1364,1.91,5.71,0.02833
1365,1.91,5.81,0.02834
1366,1.91,5.91,0.02834
1367,1.91,6.01,0.02834
1368,1.91,6.11,0.02835
1369,1.91,6.21,0.02835
1370,1.91,6.31,0.02836
1371,1.91,6.41,0.02836
1372,1.91,6.51,0.02837
1373,1.91,6.61,0.02837
1374,1.91,6.71,0.02837
1375,1.91,6.81,0.02838
1376,1.91,6.91,0.02838
1377,1.91,7.01,0.02838
1378,1.91,7.11,0.02839
1379,1.91,7.21,0.02839
1380,1.91,7.31,0.02839
1381,1.91,7.41,0.02839
1382,1.91,7.51,0.0284
1383,1.91,7.61,0.0284
1384,1.91,7.71,0.0284
1385,1.91,7.81,0.0284
1386,1.91,7.91,0.02841
1387,1.91,8.01,0.02841
1388,1.91,8.11,0.02841
1389,1.91,8.21,0.02841
1390,1.91,8.31,0.02841
1391,1.91,8.41,0.02841
1392,1.91,8.51,0.02841
1393,1.91,8.61,0.02842
1394,1.91,8.71,0.02842
1395,1.91,8.81,0.02842
1396,1.91,8.91,0.02842
1397,1.91,9.01,0.02842
1398,1.91,9.11,0.02842
1399,1.91,9.21,0.02842
1400,1.91,9.31,0.02842
1401,1.91,9.41,0.02842
1402,1.91,9.51,0.02842
1403,1.91,9.61,0.02842
1404,1.91,9.71,0.02842
1405,1.91,9.81,0.02843
1406,1.91,9.91,0.02843
1407,1.91,10.01,0.02843
1408,1.91,10.11,0.02843
1409,1.91,10.21,0.02843
1410,1.91,10.31,0.02843
1411,1.91,10.41,0.02843
1412,1.91,10.51,0.02843
1414,2.01,0.61,0.42938
1415,2.01,0.71,0.28086
1416,2.01,0.81,0.18431
1417,2.01,0.91,0.12038
1418,2.01,1.01,0.07797
1419,2.01,1.11,0.05028
1420,2.01,1.21,0.03273
1421,2.01,1.31,0.0222
1422,2.01,1.41,0.01653
1423,2.01,1.51,0.01422
1424,2.01,1.61,0.01417
1425,2.01,1.71,0.01558
1426,2.01,1.81,0.01786
1427,2.01,1.91,0.02058
1428,2.01,2.01,0.02343
1429,2.01,2.11,0.02619
1430,2.01,2.21,0.02872
1431,2.01,2.31,0.03092
1432,2.01,2.41,0.03276
1433,2.01,2.51,0.03423
1434,2.01,2.61,0.03537
1435,2.01,2.71,0.03621
1436,2.01,2.81,0.0368
1437,2.01,2.91,0.03719
1438,2.01,3.01,0.03743
1439,2.01,3.11,0.03755
1440,2.01,3.21,0.0376
1441,2.01,3.31,0.03759
1442,2.01,3.41,0.03756
1443,2.01,3.51,0.03751
1444,2.01,3.61,0.03745
1445,2.01,3.71,0.0374
1446,2.01,3.81,0.03734
1447,2.01,3.91,0.0373
1448,2.01,4.01,0.03726
1449,2.01,4.11,0.03722
1450,2.01,4.21,0.0372
1451,2.01,4.31,0.03717
1452,2.01,4.41,0.03715
1453,2.01,4.51,0.03713
1454,2.01,4.61,0.03712
1455,2.01,4.71,0.0371
1456,2.01,4.81,0.03709
1457,2.01,4.91,0.03708
1458,2.01,5.01,0.03708
1459,2.01,5.11,0.03708
1460,2.01,5.21,0.03707
1461,2.01,5.31,0.03707
1462,2.01,5.41,0.03707
1463,2.01,5.51,0.03708
1464,2.01,5.61,0.03708
1465,2.01,5.71,0.03708
1466,2.01,5.81,0.03709
1467,2.01,5.91,0.03709
1468,2.01,6.01,0.0371
1469,2.01,6.11,0.0371
1470,2.01,6.21,0.0371
1471,2.01,6.31,0.03711
1472,2.01,6.41,0.03711
1473,2.01,6.51,0.03712
1474,2.01,6.61,0.03712
1475,2.01,6.71,0.03712
1476,2.01,6.81,0.03713
1477,2.01,6.91,0.03713
1478,2.01,7.01,0.03713
1479,2.01,7.11,0.03714
1480,2.01,7.21,0.03714
1481,2.01,7.31,0.03714
1482,2.01,7.41,0.03714
1483,2.01,7.51,0.03715
1484,2.01,7.61,0.03715
1485,2.01,7.71,0.03715
1486,2.01,7.81,0.03715
1487,2.01,7.91,0.03715
1488,2.01,8.01,0.03716
1489,2.01,8.11,0.03716
1490,2.01,8.21,0.03716
1491,2.01,8.31,0.03716
1492,2.01,8.41,0.03716
1493,2.01,8.51,0.03716
1494,2.01,8.61,0.03716
1495,2.01,8.71,0.03717
1496,2.01,8.81,0.03717
1497,2.01,8.91,0.03717
1498,2.01,9.01,0.03717
1499,2.01,9.11,0.03717
1500,2.01,9.21,0.03717
1501,2.01,9.31,0.03717
1502,2.01,9.41,0.03717
1503,2.01,9.51,0.03717
1504,2.01,9.61,0.03717
1505,2.01,9.71,0.03717
1506,2.01,9.81,0.03717
1507,2.01,9.91,0.03717
1508,2.01,10.01,0.03717
1509,2.01,10.11,0.03717
1510,2.01,10.21,0.03718
1511,2.01,10.31,0.03718
1512,2.01,10.41,0.03718
1513,2.01,10.51,0.03718
1515,2.11,0.61,0.42345
1516,2.11,0.71,0.27531
1517,2.11,0.81,0.17916
1518,2.11,0.91,0.11567
1519,2.11,1.01,0.07376
1520,2.11,1.11,0.04663
1521,2.11,1.21,0.02966
1522,2.11,1.31,0.01973
1523,2.11,1.41,0.0147
1524,2.11,1.51,0.01308
1525,2.11,1.61,0.01375
1526,2.11,1.71,0.01593
1527,2.11,1.81,0.019
1528,2.11,1.91,0.02253
1529,2.11,2.01,0.02619
1530,2.11,2.11,0.02975
1531,2.11,2.21,0.03304
1532,2.11,2.31,0.03596
1533,2.11,2.41,0.03846
1534,2.11,2.51,0.04051
1535,2.11,2.61,0.04216
1536,2.11,2.71,0.04343
1537,2.11,2.81,0.04437
1538,2.11,2.91,0.04506
1539,2.11,3.01,0.04553
1540,2.11,3.11,0.04585
1541,2.11,3.21,0.04604
1542,2.11,3.31,0.04616
1543,2.11,3.41,0.04622
1544,2.11,3.51,0.04624
1545,2.11,3.61,0.04624
1546,2.11,3.71,0.04623
1547,2.11,3.81,0.04621
1548,2.11,3.91,0.04619
1549,2.11,4.01,0.04617
1550,2.11,4.11,0.04615
1551,2.11,4.21,0.04613
1552,2.11,4.31,0.04612
1553,2.11,4.41,0.0461
1554,2.11,4.51,0.04609
1555,2.11,4.61,0.04608
1556,2.11,4.71,0.04607
1557,2.11,4.81,0.04606
1558,2.11,4.91,0.04606
1559,2.11,5.01,0.04606
1560,2.11,5.11,0.04605
1561,2.11,5.21,0.04605
1562,2.11,5.31,0.04605
1563,2.11,5.41,0.04606
1564,2.11,5.51,0.04606
1565,2.11,5.61,0.04606
1566,2.11,5.71,0.04607
1567,2.11,5.81,0.04607
1568,2.11,5.91,0.04607
1569,2.11,6.01,0.04608
1570,2.11,6.11,0.04608
1571,2.11,6.21,0.04609
1572,2.11,6.31,0.04609
1573,2.11,6.41,0.04609
1574,2.11,6.51,0.0461
1575,2.11,6.61,0.0461
1576,2.11,6.71,0.04611
1577,2.11,6.81,0.04611
1578,2.11,6.91,0.04611
1579,2.11,7.01,0.04611
1580,2.11,7.11,0.04612
1581,2.11,7.21,0.04612
1582,2.11,7.31,0.04612
1583,2.11,7.41,0.04613
1584,2.11,7.51,0.04613
1585,2.11,7.61,0.04613
1586,2.11,7.71,0.04613
1587,2.11,7.81,0.04613
1588,2.11,7.91,0.04613
1589,2.11,8.01,0.04614
1590,2.11,8.11,0.04614
1591,2.11,8.21,0.04614
1592,2.11,8.31,0.04614
1593,2.11,8.41,0.04614
1594,2.11,8.51,0.04614
1595,2.11,8.61,0.04614
1596,2.11,8.71,0.04615
1597,2.11,8.81,0.04615
1598,2.11,8.91,0.04615
1599,2.11,9.01,0.04615
1600,2.11,9.11,0.04615
1601,2.11,9.21,0.04615
1602,2.11,9.31,0.04615
1603,2.11,9.41,0.04615
1604,2.11,9.51,0.04615
1605,2.11,9.61,0.04615
1606,2.11,9.71,0.04615
1607,2.11,9.81,0.04615
1608,2.11,9.91,0.04615
1609,2.11,10.01,0.04615
1610,2.11,10.11,0.04615
1611,2.11,10.21,0.04616
1612,2.11,10.31,0.04616
1613,2.11,10.41,0.04616
1614,2.11,10.51,0.04616
1616,2.21,0.61,0.41832
1617,2.21,0.71,0.27052
1618,2.21,0.81,0.17471
1619,2.21,0.91,0.11161
1620,2.21,1.01,0.07015
1621,2.21,1.11,0.04349
1622,2.21,1.21,0.02701
1623,2.21,1.31,0.01759
1624,2.21,1.41,0.01312
1625,2.21,1.51,0.01208
1626,2.21,1.61,0.01339
1627,2.21,1.71,0.01623
1628,2.21,1.81,0.02002
1629,2.21,1.91,0.02429
1630,2.21,2.01,0.02872
1631,2.21,2.11,0.03304
1632,2.21,2.21,0.03708
1633,2.21,2.31,0.04073
1634,2.21,2.41,0.0439
1635,2.21,2.51,0.04658
1636,2.21,2.61,0.04877
1637,2.21,2.71,0.05051
1638,2.21,2.81,0.05185
1639,2.21,2.91,0.05286
1640,2.21,3.01,0.0536
1641,2.21,3.11,0.05413
1642,2.21,3.21,0.05449
1643,2.21,3.31,0.05474
1644,2.21,3.41,0.0549
1645,2.21,3.51,0.055
1646,2.21,3.61,0.05507
1647,2.21,3.71,0.0551
1648,2.21,3.81,0.05512
1649,2.21,3.91,0.05513
1650,2.21,4.01,0.05513
1651,2.21,4.11,0.05512
1652,2.21,4.21,0.05512
1653,2.21,4.31,0.05511
1654,2.21,4.41,0.05511
1655,2.21,4.51,0.0551
1656,2.21,4.61,0.05509
1657,2.21,4.71,0.05509
1658,2.21,4.81,0.05508
1659,2.21,4.91,0.05508
1660,2.21,5.01,0.05508
1661,2.21,5.11,0.05508
1662,2.21,5.21,0.05508
1663,2.21,5.31,0.05508
1664,2.21,5.41,0.05509
1665,2.21,5.51,0.05509
1666,2.21,5.61,0.05509
1667,2.21,5.71,0.0551
1668,2.21,5.81,0.0551
1669,2.21,5.91,0.0551
1670,2.21,6.01,0.05511
1671,2.21,6.11,0.05511
1672,2.21,6.21,0.05512
1673,2.21,6.31,0.05512
1674,2.21,6.41,0.05512
1675,2.21,6.51,0.05513
1676,2.21,6.61,0.05513
1677,2.21,6.71,0.05513
1678,2.21,6.81,0.05514
1679,2.21,6.91,0.05514
1680,2.21,7.01,0.05514
1681,2.21,7.11,0.05515
1682,2.21,7.21,0.05515
1683,2.21,7.31,0.05515
1684,2.21,7.41,0.05515
1685,2.21,7.51,0.05516
1686,2.21,7.61,0.05516
1687,2.21,7.71,0.05516
1688,2.21,7.81,0.05516
1689,2.21,7.91,0.05516
1690,2.21,8.01,0.05516
1691,2.21,8.11,0.05517
1692,2.21,8.21,0.05517
1693,2.21,8.31,0.05517
1694,2.21,8.41,0.05517
1695,2.21,8.51,0.05517
1696,2.21,8.61,0.05517
1697,2.21,8.71,0.05517
1698,2.21,8.81,0.05517
1699,2.21,8.91,0.05517
1700,2.21,9.01,0.05518
1701,2.21,9.11,0.05518
1702,2.21,9.21,0.05518
1703,2.21,9.31,0.05518
1704,2.21,9.41,0.05518
1705,2.21,9.51,0.05518
1706,2.21,9.61,0.05518
1707,2.21,9.71,0.05518
1708,2.21,9.81,0.05518
1709,2.21,9.91,0.05518
1710,2.21,10.01,0.05518
1711,2.21,10.11,0.05518
1712,2.21,10.21,0.05518
1713,2.21,10.31,0.05518
1714,2.21,10.41,0.05518
1715,2.21,10.51,0.05518
1717,2.31,0.61,0.41383
1718,2.31,0.71,0.26635
1719,2.31,0.81,0.17085
1720,2.31,0.91,0.10809
1721,2.31,1.01,0.06703
1722,2.31,1.11,0.04079
1723,2.31,1.21,0.02471
1724,2.31,1.31,0.01573
1725,2.31,1.41,0.01171
1726,2.31,1.51,0.01117
1727,2.31,1.61,0.01302
1728,2.31,1.71,0.01644
1729,2.31,1.81,0.02086
1730,2.31,1.91,0.0258
1731,2.31,2.01,0.03092
1732,2.31,2.11,0.03596
1733,2.31,2.21,0.04073
1734,2.31,2.31,0.04508
1735,2.31,2.41,0.04895
1736,2.31,2.51,0.05227
1737,2.31,2.61,0.05504
1738,2.31,2.71,0.05729
1739,2.31,2.81,0.05907
1740,2.31,2.91,0.06044
1741,2.31,3.01,0.06148
1742,2.31,3.11,0.06224
1743,2.31,3.21,0.0628
1744,2.31,3.31,0.06319
1745,2.31,3.41,0.06347
1746,2.31,3.51,0.06366
1747,2.31,3.61,0.06379
1748,2.31,3.71,0.06388
1749,2.31,3.81,0.06393
1750,2.31,3.91,0.06397
1751,2.31,4.01,0.06399
1752,2.31,4.11,0.06401
1753,2.31,4.21,0.06402
1754,2.31,4.31,0.06402
1755,2.31,4.41,0.06402
1756,2.31,4.51,0.06402
1757,2.31,4.61,0.06402
1758,2.31,4.71,0.06402
1759,2.31,4.81,0.06402
1760,2.31,4.91,0.06401
1761,2.31,5.01,0.06402
1762,2.31,5.11,0.06402
1763,2.31,5.21,0.06402
1764,2.31,5.31,0.06402
1765,2.31,5.41,0.06402
1766,2.31,5.51,0.06403
1767,2.31,5.61,0.06403
1768,2.31,5.71,0.06403
1769,2.31,5.81,0.06404
1770,2.31,5.91,0.06404
1771,2.31,6.01,0.06405
1772,2.31,6.11,0.06405
1773,2.31,6.21,0.06405
1774,2.31,6.31,0.06406
1775,2.31,6.41,0.06406
1776,2.31,6.51,0.06407
1777,2.31,6.61,0.06407
1778,2.31,6.71,0.06407
1779,2.31,6.81,0.06407
1780,2.31,6.91,0.06408
1781,2.31,7.01,0.06408
1782,2.31,7.11,0.06408
1783,2.31,7.21,0.06409
1784,2.31,7.31,0.06409
1785,2.31,7.41,0.06409
1786,2.31,7.51,0.06409
1787,2.31,7.61,0.06409
1788,2.31,7.71,0.0641
1789,2.31,7.81,0.0641
1790,2.31,7.91,0.0641
1791,2.31,8.01,0.0641
1792,2.31,8.11,0.0641
1793,2.31,8.21,0.0641
1794,2.31,8.31,0.0641
1795,2.31,8.41,0.06411
1796,2.31,8.51,0.06411
1797,2.31,8.61,0.06411
1798,2.31,8.71,0.06411
1799,2.31,8.81,0.06411
1800,2.31,8.91,0.06411
1801,2.31,9.01,0.06411
1802,2.31,9.11,0.06411
1803,2.31,9.21,0.06411
1804,2.31,9.31,0.06411
1805,2.31,9.41,0.06411
1806,2.31,9.51,0.06411
1807,2.31,9.61,0.06411
1808,2.31,9.71,0.06412
1809,2.31,9.81,0.06412
1810,2.31,9.91,0.06412
1811,2.31,10.01,0.06412
1812,2.31,10.11,0.06412
1813,2.31,10.21,0.06412
1814,2.31,10.31,0.06412
1815,2.31,10.41,0.06412
1816,2.31,10.51,0.06412
1818,2.41,0.61,0.4099
1819,2.41,0.71,0.26272
1820,2.41,0.81,0.1675
1821,2.41,0.91,0.10505
1822,2.41,1.01,0.06433
1823,2.41,1.11,0.03844
